AA	2.50979596459543e-05	Stomach
CBM	0.128396352419086	Stomach
CE	0.0576300779128411	Stomach
GH	0.596867017707936	Stomach
GT	0.20595007983013	Stomach
PL	0.0111313741703611	Stomach
AA	5.95710321413409e-06	Stomach
CBM	0.0887993232901695	Stomach
CE	0.0864296312990693	Stomach
GH	0.632879011069312	Stomach
GT	0.173844668531213	Stomach
PL	0.0180414087070225	Stomach
AA	1.59860482789196e-05	Stomach
CBM	0.126031919967077	Stomach
CE	0.0661912016733319	Stomach
GH	0.597812464514653	Stomach
GT	0.196293704977892	Stomach
PL	0.0136547228187677	Stomach
AA	7.55098581522786e-06	Stomach
CBM	0.0987237070157748	Stomach
CE	0.0725716541260999	Stomach
GH	0.618849184337014	Stomach
GT	0.192622264701539	Stomach
PL	0.017225638833757	Stomach
AA	0.000106941542043404	Stomach
CBM	0.088186499527768	Stomach
CE	0.0631100991740024	Stomach
GH	0.648626373881104	Stomach
GT	0.191970722383308	Stomach
PL	0.00799936349177477	Stomach
AA	1.78671819632744e-05	Stomach
CBM	0.133620774992729	Stomach
CE	0.0388927714679689	Stomach
GH	0.596280172578077	Stomach
GT	0.214067905139102	Stomach
PL	0.0171205086401594	Stomach
AA	2.37765581446875e-05	Stomach
CBM	0.110383463830019	Stomach
CE	0.0602737816169702	Stomach
GH	0.611558260114174	Stomach
GT	0.20652827103241	Stomach
PL	0.0112324468482823	Stomach
AA	1.68521752384504e-05	Stomach
CBM	0.0999665347227047	Stomach
CE	0.0576077653456148	Stomach
GH	0.630533363583192	Stomach
GT	0.201404213426865	Stomach
PL	0.0104712707463855	Stomach
AA	1.67577365935748e-05	Stomach
CBM	0.148206549382273	Stomach
CE	0.0397372060110101	Stomach
GH	0.58040496028619	Stomach
GT	0.209281711210853	Stomach
PL	0.0223528153730799	Stomach
AA	1.59101056912495e-05	Stomach
CBM	0.0854098746639742	Stomach
CE	0.0679833775065876	Stomach
GH	0.642853348164844	Stomach
GT	0.193516994127404	Stomach
PL	0.0102204954314989	Stomach
AA	3.43585220443821e-05	Stomach
CBM	0.0941371861765821	Stomach
CE	0.049014957651258	Stomach
GH	0.639019892707759	Stomach
GT	0.206827186665177	Stomach
PL	0.0109664182771798	Stomach
AA	6.23914265075601e-06	Stomach
CBM	0.0805770168671384	Stomach
CE	0.0537224966424991	Stomach
GH	0.651602959157562	Stomach
GT	0.204422558834215	Stomach
PL	0.00966872935593514	Stomach
AA	1.25994317958543e-05	Stomach
CBM	0.147041076304277	Stomach
CE	0.0594408352009423	Stomach
GH	0.583051061928237	Stomach
GT	0.191533157352539	Stomach
PL	0.0189212697822092	Stomach
AA	8.95712091813525e-06	Stomach
CBM	0.0979562464028688	Stomach
CE	0.0740374310793852	Stomach
GH	0.622788636957656	Stomach
GT	0.185954229457122	Stomach
PL	0.0192544989820499	Stomach
AA	2.43167199011979e-05	Stomach
CBM	0.0990293048261847	Stomach
CE	0.0507846417315115	Stomach
GH	0.625137918722631	Stomach
GT	0.215420363631742	Stomach
PL	0.00960345436803009	Stomach
AA	3.79321916206215e-05	Stomach
CBM	0.114219044779997	Stomach
CE	0.0590563480583831	Stomach
GH	0.609228075387518	Stomach
GT	0.208504123549379	Stomach
PL	0.00895447603310286	Stomach
AA	1.89891183178197e-05	Stomach
CBM	0.118365647523807	Stomach
CE	0.0474016665912493	Stomach
GH	0.602480740988429	Stomach
GT	0.221556259202936	Stomach
